TRANSMISSION_LINE,trans_lz1,trans_lz2,trans_length_km,trans_efficiency,existing_trans_cap
l95093,2028575,2028629,2.4,0.94,226.84
l95094,2028612,2028576,6.14,0.94,187.46
l95095,2028618,2028576,3.3,0.94,200.71
l95096,2028578,2028579,0.0,0.94,0.0
l95097,2028578,2028595,6.1,0.94,187.77
l95098,2028580,2028615,9.95,0.94,214.12
l95099,2028582,2028581,0.0,0.99,492.92
l95100,2028581,2028782,21.79,0.98,1038.88
l95101,2028581,2028924,45.3,0.98,1169.06
l95102,2028582,2028583,13.35,0.94,255.2
l95103,2028583,2028584,0.0,0.94,0.0
l95104,2028596,2028583,3.85,0.94,187.92
l95105,2028585,2028586,0.0,0.94,0.0
l95106,2028585,2028615,2.82,0.94,234.74
l95107,2029017,2028585,3.07,0.94,258.99
l95108,2028587,2028588,0.0,0.94,0.0
l95109,2028588,2029017,2.44,0.94,184.57
l95110,2028588,2029059,1.69,0.94,220.09
l95111,2028599,2028589,1.5,0.94,223.87
l95112,2028613,2028589,3.29,0.94,174.95
l95113,2028628,2028590,5.1,0.94,192.73
l95114,2028590,2028632,9.71,0.94,221.77
l95115,2028591,2028629,1.08,0.94,189.86
l95116,2028856,2028591,6.37,0.94,222.1
l95117,2028592,2028593,0.0,0.94,0.0
l95118,2028592,2028806,2.66,0.94,218.5
l95119,2028594,2028595,5.61,0.94,200.77
l95120,2028594,2028979,10.03,0.94,241.56
l95121,2028595,2028608,1.17,0.94,162.15
l95122,2028597,2028596,14.78,0.94,227.31
l95123,2028597,2029066,25.39,0.94,260.71
l95124,2028599,2028598,0.0,0.99,531.69
l95125,2028598,2029016,10.76,0.98,1328.35
l95126,2028600,2028601,0.0,0.94,0.0
l95127,2028600,2028602,0.0,0.94,0.0
l95128,2028601,2028643,12.61,0.94,159.68
l95129,2028605,2028606,0.0,0.94,0.0
l95130,2028605,2028607,0.0,0.94,0.0
l95131,2028608,2028609,0.0,0.94,0.0
l95132,2028608,2028856,8.17,0.94,229.63
l95133,2028610,2028891,143.93,0.94,236.5
l95134,2028611,2028626,6.02,0.94,206.4
l95135,2028617,2028612,3.34,0.94,234.53
l95136,2028626,2028612,4.52,0.94,254.93
l95137,2028613,2028614,0.0,0.94,0.0
l95138,2028613,2029059,12.49,0.94,226.26
l95139,2028616,2028617,0.0,0.94,0.0
l95140,2028618,2028654,39.77,0.94,225.17
l95141,2028619,2028620,0.0,0.94,0.0
l95142,2028641,2028619,33.54,0.94,206.39
l95143,2028619,2028960,29.45,0.94,242.24
l95144,2028621,2028622,0.0,0.94,0.0
l95145,2028622,2028623,4.01,0.94,193.58
l95146,2028622,2028632,7.36,0.94,206.4
l95147,2028632,2028623,3.5,0.94,212.43
l95148,2028624,2028656,39.11,0.94,245.33
l95149,2028626,2028625,0.0,0.99,490.73
l95150,2028625,2028627,0.0,0.98,0.0
l95151,2028763,2028625,41.02,0.98,1330.67
l95152,2028629,2028630,0.0,0.94,0.0
l95153,2028632,2028631,0.0,0.99,448.66
l95154,2028857,2028631,15.25,0.98,1125.35
l95155,2028633,2028634,0.0,0.94,0.0
l95156,2028644,2028634,6.53,0.94,229.53
l95157,2028634,2028756,47.02,0.94,264.05
l95158,2028635,2028636,0.0,0.94,0.0
l95159,2028635,2028637,5.44,0.94,211.31
l95160,2028638,2028639,0.0,0.94,0.0
l95161,2028640,2028638,3.56,0.94,192.81
l95162,2028638,2029037,30.76,0.94,265.72
l95163,2029062,2028640,15.2,0.94,253.88
l95164,2028662,2028641,26.48,0.94,162.18
l95165,2028642,2028643,0.0,0.94,0.0
l95166,2028643,2028644,16.22,0.94,196.26
l95167,2028646,2028685,41.67,0.94,220.72
l95168,2028647,2028859,11.63,0.94,241.82
l95169,2028648,2028917,4.42,0.94,176.2
l95170,2029038,2028648,3.59,0.94,236.37
l95171,2029066,2028648,2.35,0.94,214.52
l95172,2028649,2028652,0.0,0.99,91.2
l95173,2028658,2028649,4.3,0.94,207.43
l95174,2028649,2028925,6.93,0.94,233.72
l95175,2028650,2028652,0.0,0.99,45.6
l95176,2028651,2028652,0.0,0.99,45.6
l95177,2028653,2028654,0.0,0.94,0.0
l95178,2029038,2028654,11.34,0.94,247.44
l95179,2028656,2028655,0.0,0.99,426.81
l95180,2028655,2028657,0.0,0.98,0.0
l95181,2028655,2028684,20.2,0.98,1099.42
l95182,2028655,2028924,29.5,0.98,1100.94
l95183,2028664,2028656,4.86,0.94,177.89
l95184,2028656,2028666,4.56,0.94,220.49
l95185,2028658,2028659,9.58,0.94,189.25
l95186,2028859,2028658,7.29,0.94,212.24
l95187,2028659,2028726,20.64,0.94,216.95
l95188,2028660,2028661,0.0,0.94,0.0
l95189,2029055,2028660,20.4,0.94,243.6
l95190,2028660,2029062,44.93,0.94,227.94
l95191,2028662,2028663,0.0,0.94,0.0
l95192,2028662,2028673,29.59,0.94,202.75
l95193,2028664,2028665,0.0,0.94,0.0
l95194,2028664,2028917,30.78,0.94,211.64
l95195,2028666,2028667,8.55,0.94,177.36
l95196,2028667,2028675,6.61,0.94,204.88
l95197,2028668,2028671,0.0,0.99,89.7
l95198,2028668,2028672,5.11,0.94,193.53
l95199,2028685,2028668,9.51,0.94,234.11
l95200,2028669,2028671,0.0,0.99,44.8
l95201,2028670,2028671,0.0,0.99,44.8
l95202,2028677,2028672,4.47,0.94,195.77
l95203,2029055,2028673,14.49,0.94,219.95
l95204,2028674,2028680,9.73,0.94,221.24
l95205,2028674,2028948,71.23,0.94,244.81
l95206,2028675,2028676,0.0,0.94,0.0
l95207,2028675,2028677,14.22,0.94,218.65
l95208,2028675,2028685,3.45,0.94,253.0
l95209,2028677,2028678,0.0,0.94,0.0
l95210,2028834,2028679,21.34,0.94,218.51
l95211,2028996,2028679,11.38,0.94,198.66
l95212,2028680,2028681,0.0,0.94,0.0
l95213,2028834,2028680,9.44,0.94,224.36
l95214,2028680,2028996,5.07,0.94,215.09
l95215,2028682,2028683,0.0,0.94,0.0
l95216,2028682,2028685,3.59,0.94,241.54
l95217,2028996,2028682,5.04,0.94,257.75
l95218,2028684,2028687,0.0,0.99,544.5
l95219,2028833,2028684,20.52,0.98,1225.18
l95220,2028685,2028687,0.0,0.99,469.5
l95221,2028686,2028687,0.0,0.99,75.0
l95222,2028688,2028986,47.79,0.94,238.24
l95223,2028688,2029053,54.78,0.94,228.14
l95224,2028689,2028690,0.0,0.94,0.0
l95225,2028694,2028689,21.32,0.94,219.97
l95226,2028689,2028823,48.3,0.94,244.78
l95227,2028691,2028692,0.0,0.94,0.0
l95228,2028691,2028693,0.0,0.94,0.0
l95229,2028697,2028693,34.12,0.94,195.61
l95230,2029055,2028693,16.04,0.94,186.91
l95231,2028694,2028834,9.74,0.94,198.0
l95232,2028695,2028696,0.0,0.94,0.0
l95233,2028755,2028695,12.3,0.94,178.2
l95234,2028695,2028835,9.54,0.94,226.0
l95235,2028739,2028697,49.16,0.94,234.7
l95236,2028699,2028698,4.5,0.94,185.75
l95237,2028698,2028750,9.05,0.94,228.03
l95238,2028699,2028700,0.0,0.94,0.0
l95239,2028699,2028921,6.45,0.94,216.68
l95240,2028701,2028702,0.0,0.94,0.0
l95241,2028701,2028703,0.0,0.94,0.0
l95242,2028703,2028858,10.23,0.94,183.47
l95243,2029009,2028703,2.96,0.94,191.98
l95244,2028705,2028704,13.7,0.94,186.82
l95245,2028894,2028704,21.1,0.94,182.56
l95246,2028704,2028966,5.05,0.94,228.05
l95247,2028705,2029023,20.73,0.94,208.02
l95248,2028706,2028707,0.0,0.94,0.0
l95249,2028706,2028750,12.55,0.94,233.13
l95250,2028905,2028706,28.27,0.94,224.08
l95251,2028708,2028709,0.0,0.94,0.0
l95252,2028708,2028710,3.63,0.94,192.66
l95253,2028835,2028708,17.18,0.94,216.67
l95254,2028710,2028878,20.64,0.94,189.83
l95255,2028712,2028711,0.0,0.99,128.88
l95256,2028711,2028731,16.86,0.94,181.12
l95257,2028711,2028915,35.01,0.94,195.58
l95258,2040725,2028712,35.58,0.9,116.63
l95259,2028713,2028714,0.0,0.94,0.0
l95260,2028713,2028881,16.32,0.94,220.96
l95261,2028950,2028713,36.03,0.94,178.78
l95262,2028715,2028716,0.0,0.94,0.0
l95263,2028716,2030285,60.44,0.94,179.3
l95264,2028718,2028717,0.0,0.99,1413.96
l95265,2028717,2028720,0.0,0.99,1346.86
l95266,2028717,2028721,0.0,0.99,1345.34
l95267,2028717,2028722,0.0,0.99,948.78
l95268,2028758,2028717,178.95,0.99,4198.08
l95269,2028717,2028847,46.39,0.99,4162.78
l95270,2028719,2028718,0.0,0.99,346.98
l95271,2028718,2028723,0.0,0.99,205.46
l95272,2028719,2028869,3.65,0.94,226.1
l95273,2028724,2028725,0.0,0.99,98.71
l95274,2028843,2028724,0.26,0.94,285.9
l95275,2028843,2028724,0.26,0.94,285.9
l95276,2028724,2029004,0.47,0.94,244.29
l95277,2028726,2028727,0.0,0.99,86.45
l95278,2028726,2028764,2.96,0.94,188.8
l95279,2028726,2028925,1.67,0.94,193.15
l95280,2028728,2028729,0.0,0.99,100.0
l95281,2029059,2028728,0.51,0.94,189.9
l95282,2028731,2028730,0.0,0.99,277.42
l95283,2028730,2028920,25.97,0.98,980.2
l95284,2028731,2028734,0.0,0.99,166.5
l95285,2028731,2028735,0.0,0.99,40.58
l95286,2028731,2028736,0.0,0.99,65.03
l95287,2028731,2028921,25.97,0.94,198.46
l95288,2028732,2028734,0.0,0.99,83.3
l95289,2028733,2028734,0.0,0.99,83.3
l95290,2028738,2028737,0.0,0.99,1328.6
l95291,2028737,2028740,0.0,0.99,1031.43
l95292,2028737,2028741,0.0,0.99,1025.1
l95293,2028737,2028742,0.0,0.99,1013.74
l95294,2028737,2028743,0.0,0.99,1003.52
l95295,2028737,2028744,0.0,0.99,997.12
l95296,2028737,2028745,0.0,0.99,7500.0
l95297,2028737,2028746,0.0,0.99,1119.42
l95298,2028737,2028747,0.0,0.99,1116.24
l95299,2028737,2028748,0.0,0.99,1113.56
l95300,2028888,2028737,69.42,0.99,4121.36
l95301,2028737,2040759,140.56,0.99,4073.72
l95302,2028739,2028738,0.0,0.99,376.68
l95303,2028954,2028738,40.62,0.98,1201.27
l95304,2029054,2028738,80.0,0.98,1238.4
l95305,2028745,2028772,109.36,0.99,4125.56
l95306,2028745,2028841,178.01,0.99,4128.28
l95307,2028750,2028749,0.0,0.99,327.13
l95308,2028749,2028751,0.0,0.99,348.68
l95309,2028749,2028752,0.0,0.99,302.8
l95310,2028749,2028753,0.0,0.99,348.15
l95311,2028749,2028754,0.0,0.99,302.42
l95312,2028911,2028749,10.38,0.98,1223.2
l95313,2028749,2028935,5.97,0.98,1140.08
l95314,2029023,2028750,2.79,0.94,247.65
l95315,2028755,2028902,18.21,0.94,220.01
l95316,2028756,2028757,0.0,0.99,90.21
l95317,2028905,2028756,28.36,0.94,251.43
l95318,2028759,2028758,0.0,0.99,1410.98
l95319,2028758,2028761,0.0,0.99,1321.41
l95320,2028758,2040979,83.41,0.99,4074.29
l95321,2028760,2028759,0.0,0.99,321.21
l95322,2028759,2028964,145.14,0.98,1300.28
l95323,2028760,2028891,2.94,0.94,209.52
l95324,2028763,2028762,0.0,0.99,1518.98
l95325,2028762,2028765,0.0,0.99,1318.81
l95326,2028762,2028766,0.0,0.99,1317.23
l95327,2028762,2028767,0.0,0.99,1315.75
l95328,2028762,2028768,0.0,0.99,1314.66
l95329,2028762,2028769,0.0,0.99,1314.25
l95330,2028762,2028770,0.0,0.99,1312.58
l95331,2028762,2028771,0.0,0.99,720.55
l95332,2028762,2028772,0.0,0.99,0.0
l95333,2028764,2028763,0.0,0.99,411.73
l95334,2028924,2028763,3.08,0.98,1103.03
l95335,2028764,2028825,1.75,0.94,217.15
l95336,2029038,2028764,0.65,0.94,235.13
l95337,2028772,2028781,63.99,0.99,4021.48
l95338,2029080,2028772,59.44,0.99,4022.54
l95339,2028774,2028773,0.0,0.99,474.34
l95340,2028773,2028778,0.0,0.99,339.33
l95341,2028773,2028779,0.0,0.99,338.83
l95342,2028773,2028780,0.0,0.98,0.0
l95343,2028774,2028777,0.0,0.99,89.5
l95344,2028774,2028900,0.09,0.94,203.92
l95345,2028775,2028777,0.0,0.99,44.7
l95346,2028776,2028777,0.0,0.99,44.7
l95347,2028780,2028978,5.63,0.98,1143.85
l95348,2028782,2028781,0.0,0.99,1722.57
l95349,2028782,2028781,0.0,0.99,1722.57
l95350,2028782,2028781,0.0,0.99,1722.57
l95351,2028781,2028784,0.0,0.99,1402.46
l95352,2028781,2028785,0.0,0.99,1400.9
l95353,2028781,2028786,0.0,0.99,1400.44
l95354,2028781,2028787,0.0,0.99,1399.39
l95355,2028781,2028788,0.0,0.99,1397.33
l95356,2028781,2028789,0.0,0.99,1393.9
l95357,2028794,2028781,26.27,0.99,3978.4
l95358,2028781,2028847,58.2,0.99,4122.47
l95359,2028783,2028782,0.0,0.99,641.55
l95360,2028783,2028782,0.0,0.99,641.55
l95361,2028783,2028782,0.0,0.99,641.55
l95362,2028782,2028831,11.76,0.98,1336.47
l95363,2028782,2029003,23.47,0.98,1293.85
l95364,2028790,2028793,0.0,0.99,254.1
l95365,2028790,2029004,1.79,0.94,200.75
l95366,2028791,2028793,0.0,0.99,127.0
l95367,2028792,2028793,0.0,0.99,127.0
l95368,2028795,2028794,0.0,0.99,1522.96
l95369,2028794,2028797,0.0,0.99,1709.17
l95370,2028794,2028798,0.0,0.99,1699.8
l95371,2028796,2028795,0.0,0.99,475.85
l95372,2028795,2028803,10.02,0.98,1187.28
l95373,2028860,2028795,21.85,0.98,1128.71
l95374,2028796,2028985,0.65,0.94,245.55
l95375,2028799,2028802,0.0,0.99,621.4
l95376,2028799,2028803,0.0,0.98,0.0
l95377,2028800,2028802,0.0,0.99,521.4
l95378,2028801,2028802,0.0,0.99,100.0
l95379,2028804,2028912,19.93,0.94,202.61
l95380,2028804,2028966,1.68,0.94,180.47
l95381,2028805,2028806,0.0,0.94,0.0
l95382,2028856,2028806,0.04,0.94,248.13
l95383,2028807,2028810,0.0,0.99,610.2
l95384,2028807,2028811,0.0,0.99,353.21
l95385,2028807,2028812,0.0,0.99,350.43
l95386,2028807,2028813,0.0,0.98,0.0
l95387,2028808,2028810,0.0,0.99,485.2
l95388,2028809,2028810,0.0,0.99,125.0
l95389,2028815,2028814,0.0,0.99,336.85
l95390,2028815,2028818,0.0,0.99,198.7
l95391,2028840,2028815,81.5,0.94,212.74
l95392,2028816,2028818,0.0,0.99,99.3
l95393,2028817,2028818,0.0,0.99,99.3
l95394,2028819,2028820,0.0,0.99,34.31
l95395,2028819,2028821,0.0,0.99,30.23
l95396,2028819,2028822,0.0,0.94,0.0
l95397,2028948,2028823,0.17,0.94,205.19
l95398,2028823,2028981,1.89,0.94,244.88
l95399,2028824,2028825,0.0,0.94,0.0
l95400,2028825,2029037,2.81,0.94,242.61
l95401,2028827,2028826,0.0,0.99,335.59
l95402,2028826,2028828,0.0,0.99,340.12
l95403,2028826,2028830,0.0,0.99,259.84
l95404,2028826,2028833,63.19,0.98,1235.91
l95405,2028877,2028826,17.98,0.98,1176.4
l95406,2029008,2028826,15.43,0.98,1058.55
l95407,2028827,2028829,0.0,0.99,21.67
l95408,2028827,2028902,0.13,0.94,216.4
l95409,2028832,2028831,0.0,0.99,500.38
l95410,2028832,2029005,2.26,0.94,246.52
l95411,2028834,2028833,0.0,0.99,381.84
l95412,2028894,2028835,6.15,0.94,216.09
l95413,2028836,2028837,0.0,0.99,41.49
l95414,2028836,2028838,0.0,0.99,14.3
l95415,2028839,2028840,0.0,0.94,0.0
l95416,2028840,2028869,1.66,0.94,252.36
l95417,2028842,2028841,0.0,0.99,1614.73
l95418,2028842,2028841,0.0,0.99,1614.73
l95419,2028842,2028841,0.0,0.99,1614.73
l95420,2028841,2028844,0.0,0.99,1440.14
l95421,2028841,2028845,0.0,0.99,1438.13
l95422,2028841,2028846,0.0,0.99,1437.86
l95423,2029015,2028841,62.78,0.99,3852.7
l95424,2029024,2028841,20.38,0.99,3974.25
l95425,2028843,2028842,0.0,0.99,540.95
l95426,2028842,2028978,31.8,0.98,1285.06
l95427,2028848,2028847,0.0,0.99,1568.87
l95428,2028847,2028850,0.0,0.99,1504.14
l95429,2028847,2028851,0.0,0.99,1503.87
l95430,2028847,2028852,0.0,0.99,1502.78
l95431,2028847,2028853,0.0,0.99,1501.47
l95432,2028847,2028854,0.0,0.99,875.87
l95433,2028849,2028848,0.0,0.99,607.21
l95434,2028849,2028848,0.0,0.99,607.21
l95435,2028849,2028848,0.0,0.99,607.21
l95436,2028856,2028855,0.0,0.99,455.68
l95437,2028855,2028857,0.0,0.98,0.0
l95438,2028857,2029016,24.45,0.98,1227.5
l95439,2028858,2028950,75.52,0.94,224.77
l95440,2028858,2028981,3.54,0.94,244.14
l95441,2028859,2028925,3.26,0.94,256.0
l95442,2028861,2028860,0.0,0.99,467.61
l95443,2028860,2028864,0.0,0.99,757.6
l95444,2028860,2028865,0.0,0.99,392.45
l95445,2028860,2028866,0.0,0.99,391.96
l95446,2028860,2028867,0.0,0.99,391.14
l95447,2028860,2028868,0.0,0.99,391.04
l95448,2028862,2028864,0.0,0.99,378.8
l95449,2028863,2028864,0.0,0.99,378.8
l95450,2028870,2028873,0.0,0.99,235.1
l95451,2029014,2028870,4.89,0.94,240.81
l95452,2028871,2028873,0.0,0.99,117.5
l95453,2028872,2028873,0.0,0.99,117.5
l95454,2028874,2028875,0.0,0.94,0.0
l95455,2028874,2028876,0.0,0.94,0.0
l95456,2029076,2028875,0.75,0.94,163.91
l95457,2028878,2028877,0.0,0.99,290.44
l95458,2028877,2028911,43.48,0.98,1068.67
l95459,2028880,2028879,0.0,0.99,1401.76
l95460,2028879,2028885,0.0,0.99,1466.18
l95461,2028879,2028886,0.0,0.99,1464.85
l95462,2028879,2028887,0.0,0.99,1463.57
l95463,2028879,2028888,0.0,0.99,0.0
l95464,2028880,2028884,0.0,0.99,386.9
l95465,2028880,2028954,29.4,0.98,1080.2
l95466,2028880,2040726,99.47,0.98,1123.71
l95467,2028882,2028881,0.0,0.99,92.04
l95468,2028881,2028884,0.0,0.99,361.9
l95469,2028881,2028989,90.81,0.94,202.95
l95470,2028882,2040013,25.43,0.9,151.01
l95471,2028883,2028884,0.0,0.99,25.0
l95472,2040722,2028888,99.47,0.99,3998.89
l95473,2028888,2040909,146.6,0.99,4129.38
l95474,2028889,2028890,0.0,0.99,172.9
l95475,2028889,2028891,0.0,0.94,0.0
l95476,2028892,2028893,0.0,0.99,74.14
l95477,2028892,2028894,0.0,0.94,0.0
l95478,2028892,2028895,0.0,0.94,0.0
l95479,2028896,2028899,0.0,0.99,155.0
l95480,2028897,2028899,0.0,0.99,77.5
l95481,2028898,2028899,0.0,0.99,77.5
l95482,2028900,2028901,0.0,0.99,86.03
l95483,2028902,2028948,2.16,0.94,223.83
l95484,2028902,2028986,0.42,0.94,214.6
l95485,2028904,2028903,0.0,0.99,1320.73
l95486,2028903,2028906,0.0,0.99,1605.84
l95487,2028903,2028919,47.53,0.99,4131.86
l95488,2029015,2028903,83.63,0.99,4185.2
l95489,2028905,2028904,0.0,0.99,356.16
l95490,2028911,2028904,29.83,0.98,1247.21
l95491,2029016,2028904,83.63,0.98,1299.33
l95492,2028908,2028907,0.0,0.99,541.1
l95493,2028907,2028909,0.0,0.98,0.0
l95494,2028907,2028910,0.0,0.98,0.0
l95495,2028912,2028911,0.0,0.99,322.38
l95496,2028911,2028913,0.0,0.99,477.72
l95497,2028920,2028911,18.22,0.98,1086.72
l95498,2028915,2028914,0.0,0.99,282.8
l95499,2028914,2028916,0.0,0.98,0.0
l95500,2040726,2028916,1.71,0.98,985.21
l95501,2028917,2028918,0.0,0.99,77.94
l95502,2028920,2028919,0.0,0.99,1281.2
l95503,2028919,2040722,78.04,0.99,4073.08
l95504,2028920,2028923,0.0,0.99,436.5
l95505,2028921,2028923,0.0,0.99,311.5
l95506,2028922,2028923,0.0,0.99,125.0
l95507,2028925,2028924,0.0,0.99,396.47
l95508,2028924,2028926,0.0,0.99,414.54
l95509,2029054,2028924,46.91,0.98,1189.52
l95510,2028925,2028927,0.0,0.99,90.16
l95511,2028925,2029049,1.52,0.94,192.74
l95512,2028928,2028931,0.0,0.99,142.4
l95513,2028928,2028932,0.0,0.94,0.0
l95514,2028929,2028931,0.0,0.99,71.2
l95515,2028930,2028931,0.0,0.99,71.2
l95516,2028933,2028934,0.0,0.99,66.59
l95517,2028936,2028935,0.0,0.99,209.29
l95518,2028935,2028976,6.78,0.98,1031.03
l95519,2029023,2028936,6.7,0.94,173.43
l95520,2028937,2028940,0.0,0.99,156.0
l95521,2028937,2028941,0.0,0.99,14.56
l95522,2028937,2028942,0.0,0.99,14.56
l95523,2028937,2028943,0.0,0.94,0.0
l95524,2028937,2028944,0.0,0.94,0.0
l95525,2028938,2028940,0.0,0.99,78.0
l95526,2028939,2028940,0.0,0.99,78.0
l95527,2029005,2028943,0.03,0.94,218.16
l95528,2028945,2028946,0.0,0.99,87.67
l95529,2028945,2028947,0.0,0.94,0.0
l95530,2028948,2029053,6.15,0.94,188.98
l95531,2028950,2028949,0.0,0.99,366.88
l95532,2028949,2028951,0.0,0.99,460.36
l95533,2028949,2028952,0.0,0.99,458.54
l95534,2028949,2028954,0.0,0.98,0.0
l95535,2028949,2028955,0.0,0.98,0.0
l95536,2028949,2028956,0.0,0.98,0.0
l95537,2028950,2028953,0.0,0.99,40.42
l95538,2028954,2028988,105.69,0.98,1134.85
l95539,2028957,2028958,0.0,0.94,0.0
l95540,2028960,2028959,0.0,0.99,347.41
l95541,2028959,2028961,0.0,0.99,303.83
l95542,2028959,2028964,0.0,0.98,0.0
l95543,2028960,2028962,0.0,0.99,33.42
l95544,2028960,2028963,0.0,0.99,56.13
l95545,2028965,2028968,0.0,0.99,281.2
l95546,2028965,2028971,0.0,0.99,657.6
l95547,2028965,2028974,0.0,0.99,256.13
l95548,2028965,2028975,0.0,0.99,250.09
l95549,2028965,2028976,0.0,0.98,0.0
l95550,2028965,2028977,0.0,0.98,0.0
l95551,2028966,2028968,0.0,0.99,256.2
l95552,2028966,2028972,0.0,0.99,65.82
l95553,2028966,2028973,0.0,0.99,62.47
l95554,2028967,2028968,0.0,0.99,25.0
l95555,2028969,2028971,0.0,0.99,328.8
l95556,2028970,2028971,0.0,0.99,328.8
l95557,2028979,2028978,0.0,0.99,612.64
l95558,2028979,2028978,0.0,0.99,612.64
l95559,2028979,2028978,0.0,0.99,612.64
l95560,2028981,2028982,0.0,0.99,69.65
l95561,2028983,2028984,0.0,0.99,86.89
l95562,2028983,2028985,0.0,0.94,0.0
l95563,2028986,2028987,0.0,0.99,98.11
l95564,2028989,2028988,0.0,0.99,344.04
l95565,2028988,2028991,0.0,0.99,357.43
l95566,2028988,2028992,0.0,0.99,354.38
l95567,2028988,2040039,9.28,0.98,1071.54
l95568,2028990,2028989,0.0,0.99,90.0
l95569,2040027,2028990,32.6,0.9,138.66
l95570,2028990,2040040,9.28,0.9,112.36
l95571,2028993,2028994,0.0,0.99,82.61
l95572,2028993,2028995,0.0,0.99,81.7
l95573,2028993,2028996,0.0,0.94,0.0
l95574,2028993,2028997,0.0,0.94,0.0
l95575,2028999,2028998,0.0,0.99,561.05
l95576,2028998,2029000,0.0,0.99,330.41
l95577,2028998,2029001,0.0,0.99,412.91
l95578,2028998,2029002,0.0,0.99,329.38
l95579,2028998,2029003,0.0,0.98,0.0
l95580,2029005,2029006,0.0,0.99,43.1
l95581,2029005,2029007,0.0,0.99,42.58
l95582,2029009,2029008,0.0,0.99,292.89
l95583,2029008,2029010,0.0,0.99,360.71
l95584,2029008,2029011,0.0,0.99,360.32
l95585,2029012,2029013,0.0,0.99,82.64
l95586,2029012,2029014,0.0,0.94,0.0
l95587,2029016,2029015,0.0,0.99,1624.34
l95588,2029016,2029015,0.0,0.99,1624.34
l95589,2029016,2029015,0.0,0.99,1624.34
l95590,2029015,2029018,0.0,0.99,1558.2
l95591,2029015,2029019,0.0,0.99,1553.84
l95592,2029015,2029020,0.0,0.99,1553.42
l95593,2029017,2029016,0.0,0.99,535.64
l95594,2029021,2029022,0.0,0.99,167.57
l95595,2029021,2029023,0.0,0.94,0.0
l95596,2029025,2029024,0.0,0.99,1562.59
l95597,2029024,2029027,0.0,0.99,1458.75
l95598,2029024,2029028,0.0,0.99,1458.52
l95599,2029024,2029029,0.0,0.99,1457.66
l95600,2029024,2029030,0.0,0.99,1457.01
l95601,2029024,2029031,0.0,0.99,1456.82
l95602,2029026,2029025,0.0,0.99,539.43
l95603,2029025,2029032,0.0,0.99,276.86
l95604,2029033,2029036,0.0,0.99,149.3
l95605,2029033,2029037,0.0,0.94,0.0
l95606,2029034,2029036,0.0,0.99,74.7
l95607,2029035,2029036,0.0,0.99,74.7
l95608,2029038,2029049,1.93,0.94,216.3
l95609,2029040,2029039,0.0,0.99,1541.07
l95610,2029039,2029042,0.0,0.99,1523.34
l95611,2029039,2029043,0.0,0.99,1522.14
l95612,2029041,2029040,0.0,0.99,455.81
l95613,2029044,2029045,0.0,0.94,0.0
l95614,2029046,2029047,0.0,0.99,103.19
l95615,2029046,2029048,0.0,0.99,54.42
l95616,2029046,2029049,0.0,0.94,0.0
l95617,2029050,2029051,0.0,0.99,93.99
l95618,2029050,2029052,0.0,0.99,43.4
l95619,2029050,2029053,0.0,0.94,0.0
l95620,2029055,2029054,0.0,0.99,400.8
l95621,2029055,2029058,0.0,0.99,152.4
l95622,2029056,2029058,0.0,0.99,76.2
l95623,2029057,2029058,0.0,0.99,76.2
l95624,2029060,2029061,0.0,0.94,0.0
l95625,2029062,2029065,0.0,0.99,228.7
l95626,2029063,2029065,0.0,0.99,114.4
l95627,2029064,2029065,0.0,0.99,114.4
l95628,2029066,2029069,0.0,0.99,87.6
l95629,2029066,2029070,0.0,0.99,100.72
l95630,2029066,2029071,0.0,0.99,65.41
l95631,2029067,2029069,0.0,0.99,43.8
l95632,2029068,2029069,0.0,0.99,43.8
l95633,2029072,2029073,0.0,0.99,173.42
l95634,2029072,2029074,0.0,0.94,0.0
l95635,2029074,2030118,47.07,0.94,218.89
l95636,2029074,2030159,47.77,0.94,224.35
l95637,2029075,2029078,0.0,0.99,611.2
l95638,2029075,2029079,0.0,0.98,0.0
l95639,2029076,2029078,0.0,0.99,511.2
l95640,2029077,2029078,0.0,0.99,100.0
l95641,2029081,2029080,0.0,0.99,1580.28
l95642,2029080,2029083,0.0,0.99,1756.48
l95643,2029080,2029084,0.0,0.99,1752.74
l95644,2029082,2029081,0.0,0.99,544.08
l95645,2030016,2030000,10.4,0.96,253.92
l95646,2030000,2030046,3.04,0.96,276.08
l95647,2030001,2030002,0.86,0.96,265.03
l95648,2030001,2030014,26.28,0.96,187.14
l95649,2030003,2030002,0.0,0.99,114.9
l95650,2030003,2030002,0.0,0.99,114.9
l95651,2030003,2030002,0.0,0.99,114.9
l95652,2030002,2030004,0.0,0.96,0.0
l95653,2030002,2030005,26.05,0.96,234.53
l95654,2030002,2030028,10.26,0.96,250.51
l95655,2030036,2030005,17.91,0.96,244.75
l95656,2030006,2030009,0.0,0.99,181.8
l95657,2030006,2030010,0.0,0.96,0.0
l95658,2030006,2030011,0.0,0.96,0.0
l95659,2030007,2030009,0.0,0.99,106.8
l95660,2030008,2030009,0.0,0.99,75.0
l95661,2030011,2030034,7.33,0.96,235.71
l95662,2030013,2030012,0.0,0.99,120.0
l95663,2030012,2030014,0.0,0.96,0.0
l95664,2030015,2030014,2.17,0.96,214.91
l95665,2030031,2030015,9.01,0.96,249.89
l95666,2030015,2030051,25.67,0.96,220.6
l95667,2030017,2030016,0.0,0.99,82.6
l95668,2030038,2030016,11.36,0.96,255.78
